Player,Salary,Year,Tm
Anderson Varejao,7700000,2012,CLE
Kyrie Irving,5144280,2012,CLE
Daniel Gibson,4403834,2012,CLE
Ramon Sessions,4257973,2012,CLE
Tristan Thompson,3726600,2012,CLE
Ryan Hollins,2483333,2012,CLE
Anthony Parker,2250000,2012,CLE
Omri Casspi,1341960,2012,CLE
Christian Eyenga,1097520,2012,CLE
Alonzo Gee,854389,2012,CLE
Semih Erden,762195,2012,CLE
Luke Harangody,762195,2012,CLE
Samardo Samuels,762195,2012,CLE
Mychel Thompson,168035,2012,CLE
Manny Harris,122942,2012,CLE
Ben Uzoh,61433,2012,CLE
Baron Davis,14850000,2013,CLE
Anderson Varejao,8368182,2013,CLE
Luke Walton,6091363,2013,CLE
Kyrie Irving,5530080,2013,CLE
Daniel Gibson,4792332,2013,CLE
Marreese Speights,4200000,2013,CLE
Tristan Thompson,4006080,2013,CLE
Dion Waiters,3726600,2013,CLE
Alonzo Gee,3500000,2013,CLE
Omri Casspi,2277306,2013,CLE
C.J. Miles,2225000,2013,CLE
Wayne Ellington,2083042,2013,CLE
Tyler Zeller,1563120,2013,CLE
Luke Harangody,1054389,2013,CLE
Kelenna Azubuike,885120,2013,CLE
Shaun Livingston,768720,2013,CLE
Josh Selby,762195,2013,CLE
Jeremy Pargo,762195,2013,CLE
Kevin Jones,390027,2013,CLE
Samardo Samuels,341756,2013,CLE
Donald Sloan,251076,2013,CLE
Anderson Varejao,9036364,2014,CLE
Jarrett Jack,6300000,2014,CLE
Kyrie Irving,5607240,2014,CLE
Anthony Bennett,5324280,2014,CLE
Earl Clark,4250000,2014,CLE
Tristan Thompson,4062000,2014,CLE
Dion Waiters,3894240,2014,CLE
Alonzo Gee,3250000,2014,CLE
C.J. Miles,2225000,2014,CLE
Tyler Zeller,1633440,2014,CLE
Sergey Karasev,1467840,2014,CLE
LeBron James,20644400,2015,CLE
Kevin Love,15719062,2015,CLE
Anderson Varejao,9704595,2015,CLE
Kyrie Irving,7070730,2015,CLE
J.R. Smith,6516000,2015,CLE
Tristan Thompson,5138430,2015,CLE
Timofey Mozgov,4650000,2015,CLE
Mike Miller,2732000,2015,CLE
Iman Shumpert,2616975,2015,CLE
Brendan Haywood,2213688,2015,CLE
James Jones,1448490,2015,CLE
Shawn Marion,1448490,2015,CLE
Joe Harris,884879,2015,CLE
Matthew Dellavedova,816482,2015,CLE
Kendrick Perkins,434547,2015,CLE
LeBron James,22971000,2016,CLE
Kevin Love,19500000,2016,CLE
Kyrie Irving,14746000,2016,CLE
Tristan Thompson,14260870,2016,CLE
Iman Shumpert,9000000,2016,CLE
Channing Frye,7807579,2016,CLE
J.R. Smith,5000000,2016,CLE
Timofey Mozgov,4950000,2016,CLE
Mo Williams,2100000,2016,CLE
James Jones,1499000,2016,CLE
Richard Jefferson,1499000,2016,CLE
Sasha Kaun,1300000,2016,CLE
Matthew Dellavedova,1147280,2016,CLE
Jordan McRae,172972,2016,CLE
Dahntay Jones,8819,2016,CLE
LeBron James,30963450,2017,CLE
Kevin Love,21165675,2017,CLE
Kyrie Irving,17638063,2017,CLE
Tristan Thompson,15330435,2017,CLE
J.R. Smith,12800000,2017,CLE
Iman Shumpert,9700000,2017,CLE
Channing Frye,7806971,2017,CLE
Kyle Korver,5239437,2017,CLE
Richard Jefferson,2500000,2017,CLE
James Jones,1551659,2017,CLE
Jordan McRae,874636,2017,CLE
Kay Felder,543471,2017,CLE
Derrick Williams,402043,2017,CLE
Deron Williams,259626,2017,CLE
Andrew Bogut,242224,2017,CLE
Larry Sanders,207722,2017,CLE
Dahntay Jones,24022,2017,CLE
Edy Tavares,5145,2017,CLE
LeBron James,33285709,2018,CLE
Kevin Love,22642350,2018,CLE
Tristan Thompson,16400000,2018,CLE
J.R. Smith,13760000,2018,CLE
Iman Shumpert,10337079,2018,CLE
Channing Frye,7420912,2018,CLE
Kyle Korver,7000000,2018,CLE
Jae Crowder,6796117,2018,CLE
Isaiah Thomas,6261395,2018,CLE
Cedi Osman,2642857,2018,CLE
Dwyane Wade,2328652,2018,CLE
Jose Calderon,2328652,2018,CLE
Jeff Green,2116955,2018,CLE
Derrick Rose,2116955,2018,CLE
Ante Zizic,1645200,2018,CLE
Shawn Bradley,7560000,2000,DAL
Michael Finley,7200000,2000,DAL
Steve Nash,5500000,2000,DAL
Robert Pack,4050000,2000,DAL
Cedric Ceballos,3500000,2000,DAL
Erick Strickland,2240000,2000,DAL
Gary Trent,2000000,2000,DAL
Hot Rod Williams,1925000,2000,DAL
Sean Rooks,1920000,2000,DAL
Dirk Nowitzki,1583040,2000,DAL
Hubert Davis,752500,2000,DAL
Ansu Sesay,535000,2000,DAL
Leon Smith,449920,2000,DAL
Bruno Sundov,385000,2000,DAL
Randell Jackson,115500,2000,DAL
Rick Hughes,115423,2000,DAL
Damon Jones,106441,2000,DAL
Greg Buckner,47647,2000,DAL
Kebu Stewart,18941,2000,DAL
Ira Bowman,4529,2000,DAL
Kevin Ollie,2853,2000,DAL
Jason Sasser,2706,2000,DAL
Michael Finley,8400000,2001,DAL
Shawn Bradley,8370000,2001,DAL
Christian Laettner,6625000,2001,DAL
Steve Nash,5500000,2001,DAL
Loy Vaught,4812025,2001,DAL
Howard Eisley,4250000,2001,DAL
Gary Trent,2400000,2001,DAL
Hubert Davis,2100000,2001,DAL
Dirk Nowitzki,1693560,2001,DAL
Terry Mills,1400000,2001,DAL
Etan Thomas,1388880,2001,DAL
Courtney Alexander,1319400,2001,DAL
Greg Buckner,1100000,2001,DAL
Donnell Harvey,862560,2001,DAL
Leon Smith,483680,2001,DAL
Bill Curley,423500,2001,DAL
Eduardo Najera,316969,2001,DAL
Juwan Howard,18750000,2002,DAL
Michael Finley,10625000,2002,DAL
Steve Nash,5750000,2002,DAL
Shawn Bradley,4500000,2002,DAL
Tim Hardaway,3360390,2002,DAL
Evan Eschmeyer,3038000,2002,DAL
Dirk Nowitzki,2157595,2002,DAL
Muggsy Bogues,1520860,2002,DAL
Danny Manning,1500000,2002,DAL
Greg Buckner,1200000,2002,DAL
Johnny Newman,1000000,2002,DAL
Donnell Harvey,927360,2002,DAL
Darrick Martin,778350,2002,DAL
Adrian Griffin,565850,2002,DAL
Leon Smith,517360,2002,DAL
Khalid El-Amin,465850,2002,DAL
Eduardo Najera,465850,2002,DAL
Wang Zhizhi,465850,2002,DAL
Omar Cook,292230,2002,DAL
Ruben Wolkowyski,79535,2002,DAL
Michael Finley,11953125,2003,DAL
Nick Van Exel,11061234,2003,DAL
Dirk Nowitzki,10067750,2003,DAL
Raef LaFrentz,7270000,2003,DAL
Steve Nash,5750000,2003,DAL
Tariq Abdul-Wahad,5625000,2003,DAL
Avery Johnson,4991800,2003,DAL
Shawn Bradley,4000000,2003,DAL
Evan Eschmeyer,3103800,2003,DAL
Eduardo Najera,3047620,2003,DAL
Muggsy Bogues,1659120,2003,DAL
Popeye Jones,1030000,2003,DAL
Walt Williams,1030000,2003,DAL
Danny Manning,900000,2003,DAL
Adrian Griffin,637435,2003,DAL
Raja Bell,612435,2003,DAL
Adam Harrington,140636,2003,DAL
Mark Strickland,60361,2003,DAL
Michael Finley,14609375,2005,DAL
Dirk Nowitzki,12584688,2005,DAL
Alan Henderson,8273125,2005,DAL
Erick Dampier,7700000,2005,DAL
Jason Terry,7500000,2005,DAL
Jerry Stackhouse,7437500,2005,DAL
Tariq Abdul-Wahad,6750000,2005,DAL
Calvin Booth,5900700,2005,DAL
Marquis Daniels,4903000,2005,DAL
Shawn Bradley,4000000,2005,DAL
Evan Eschmeyer,3407655,2005,DAL
Devin Harris,2741880,2005,DAL
Darrell Armstrong,2275000,2005,DAL
Avery Johnson,1100000,2005,DAL
Pavel Podkolzin,1061880,2005,DAL
Josh Howard,863640,2005,DAL
Didier Ilunga-Mbenga,800000,2005,DAL
Michael Finley,15937500,2006,DAL
Keith Van Horn,15694250,2006,DAL
Dirk Nowitzki,13843156,2006,DAL
Erick Dampier,8662500,2006,DAL
Jerry Stackhouse,8367187,2006,DAL
Jason Terry,6666667,2006,DAL
Marquis Daniels,5393300,2006,DAL
Shawn Bradley,4500000,2006,DAL
Evan Eschmeyer,3711400,2006,DAL
Tariq Abdul-Wahad,3656250,2006,DAL
Devin Harris,2947440,2006,DAL
DeSagana Diop,1850000,2006,DAL
Doug Christie,1575000,2006,DAL
Pavel Podkolzin,1141560,2006,DAL
Darrell Armstrong,1138500,2006,DAL
Josh Howard,923880,2006,DAL
Didier Ilunga-Mbenga,880000,2006,DAL
Adrian Griffin,768718,2006,DAL
Rawle Marshall,398762,2006,DAL
Josh Powell,398762,2006,DAL
Jason Kidd,19728000,2008,DAL
Michael Finley,18593750,2008,DAL
Dirk Nowitzki,16360094,2008,DAL
Erick Dampier,10590500,2008,DAL
Josh Howard,9000000,2008,DAL
Jason Terry,8898000,2008,DAL
Jerry Stackhouse,6750000,2008,DAL
Devean George,2369111,2008,DAL
Eddie Jones,1830000,2008,DAL
Didier Ilunga-Mbenga,1800000,2008,DAL
Antoine Wright,1680600,2008,DAL
Juwan Howard,1211197,2008,DAL
Malik Allen,998398,2008,DAL
Brandon Bass,770610,2008,DAL
Jose Barea,687456,2008,DAL
Nick Fazekas,427163,2008,DAL
Jason Kidd,21372000,2009,DAL
Dirk Nowitzki,18077904,2009,DAL
Erick Dampier,11553000,2009,DAL
Josh Howard,9945000,2009,DAL
Jason Terry,9196000,2009,DAL
Jerry Stackhouse,7000000,2009,DAL
Matt Carroll,5050000,2009,DAL
Didier Ilunga-Mbenga,1971941,2009,DAL
Antoine Wright,1800000,2009,DAL
Devean George,1600000,2009,DAL
Shawne Williams,1572960,2009,DAL
Jose Barea,1500000,2009,DAL
Ryan Hollins,972581,2009,DAL
Keith McLeod,926678,2009,DAL
Gerald Green,854957,2009,DAL
Brandon Bass,826269,2009,DAL
James Singleton,826269,2009,DAL
Dirk Nowitzki,19795714,2010,DAL
Erick Dampier,12115500,2010,DAL
Jason Terry,9862500,2010,DAL
Caron Butler,9780970,2010,DAL
Jason Kidd,8000000,2010,DAL
Shawn Marion,6635068,2010,DAL
Brendan Haywood,6000000,2010,DAL
Matt Carroll,4700000,2010,DAL
DeShawn Stevenson,3886928,2010,DAL
Eduardo Najera,3100000,2010,DAL
Jose Barea,1657500,2010,DAL
Tim Thomas,1306455,2010,DAL
Rodrigue Beaubois,1075440,2010,DAL
Greg Buckner,1000000,2010,DAL
Dirk Nowitzki,17278618,2011,DAL
Tyson Chandler,12600000,2011,DAL
Jason Terry,10650000,2011,DAL
Caron Butler,10561960,2011,DAL
Jason Kidd,8610500,2011,DAL
Shawn Marion,7305500,2011,DAL
Brendan Haywood,6900000,2011,DAL
DeShawn Stevenson,4151786,2011,DAL
Jose Barea,1815000,2011,DAL
Brian Cardinal,1352181,2011,DAL
Rodrigue Beaubois,1156080,2011,DAL
Dominique Jones,1110120,2011,DAL
Ian Mahinmi,762196,2011,DAL
Peja Stojakovic,636320,2011,DAL
Steve Novak,384766,2011,DAL
Sasha Pavlovic,134863,2011,DAL
Dirk Nowitzki,19092873,2012,DAL
Jason Terry,11158000,2012,DAL
Jason Kidd,10121000,2012,DAL
Lamar Odom,8900000,2012,DAL
Shawn Marion,8022449,2012,DAL
Brendan Haywood,7624500,2012,DAL
Vince Carter,3000000,2012,DAL
Brian Cardinal,1352181,2012,DAL
Rodrigue Beaubois,1236720,2012,DAL
Dominique Jones,1193280,2012,DAL
Delonte West,1146337,2012,DAL
Yi Jianlian,827197,2012,DAL
Andy Rautins,788872,2012,DAL
Dirk Nowitzki,20907128,2013,DAL
Shawn Marion,8646364,2013,DAL
Chris Kaman,8000000,2013,DAL
Brendan Haywood,6299000,2013,DAL
O.J. Mayo,4020000,2013,DAL
Anthony Morrow,4000000,2013,DAL
Vince Carter,3090000,2013,DAL
Darren Collison,2319344,2013,DAL
Rodrigue Beaubois,2227333,2013,DAL
Elton Brand,2100500,2013,DAL
Dominique Jones,1276560,2013,DAL
Jared Cunningham,1156320,2013,DAL
Delonte West,992680,2013,DAL
Mike James,795401,2013,DAL
Jae Crowder,600491,2013,DAL
Bernard James,473604,2013,DAL
Troy Murphy,214758,2013,DAL
Derek Fisher,182942,2013,DAL
Chris Douglas-Roberts,72892,2013,DAL
Eddy Curry,23852,2013,DAL
Dirk Nowitzki,22721381,2014,DAL
Shawn Marion,9316796,2014,DAL
Monta Ellis,8000000,2014,DAL
Jose Calderon,6791570,2014,DAL
Brandan Wright,5000000,2014,DAL
Samuel Dalembert,3700748,2014,DAL
Vince Carter,3180000,2014,DAL
Wayne Ellington,2652000,2014,DAL
Shane Larkin,1536960,2014,DAL
Devin Harris,1272279,2014,DAL
DeJuan Blair,947907,2014,DAL
Jae Crowder,788872,2014,DAL
Bernard James,788872,2014,DAL
Fab Melo,788872,2014,DAL
Chandler Parsons,14700000,2015,DAL
Tyson Chandler,14598888,2015,DAL
Rajon Rondo,12909091,2015,DAL
Monta Ellis,8360000,2015,DAL
Dirk Nowitzki,7974482,2015,DAL
Brendan Haywood,7798000,2015,DAL
Devin Harris,3878000,2015,DAL
Raymond Felton,3793693,2015,DAL
Richard Jefferson,1448490,2015,DAL
Charlie Villanueva,1316809,2015,DAL
Jose Barea,1310286,2015,DAL
Al-Farouq Aminu,981084,2015,DAL
Greg Smith,948163,2015,DAL
Bernard James,915243,2015,DAL
Ricky Ledo,816482,2015,DAL
Gal Mekel,816482,2015,DAL
Dwight Powell,507336,2015,DAL
Amar\'e Stoudemire,485670,2015,DAL
Bernard James,236866,2015,DAL
Eric Griffin,150000,2015,DAL
Ivan Johnson,25000,2015,DAL
Wesley Matthews,16400000,2016,DAL
Chandler Parsons,15361500,2016,DAL
Dirk Nowitzki,8333334,2016,DAL
Deron Williams,5500000,2016,DAL
Zaza Pachulia,5200000,2016,DAL
Devin Harris,4053000,2016,DAL
J.J. Barea,4000000,2016,DAL
Raymond Felton,3950313,2016,DAL
David Lee,2102224,2016,DAL
Charlie Villanueva,1499187,2016,DAL
Samuel Dalembert,1499187,2016,DAL
Justin Anderson,1449000,2016,DAL
JaVale McGee,1270964,2016,DAL
Jeremy Evans,1100602,2016,DAL
Dwight Powell,845059,2016,DAL
Maurice Ndour,525094,2016,DAL
Salah Mejri,525093,2016,DAL
Gal Mekel,315760,2016,DAL
Brandon Ashley,50000,2016,DAL
